Sample_ID,incubation,Timepoint,time,inject_volume_ul,co2_area,HS_ml,T_C,pressure_bar,delta_pressure,delta_13C,CO2_ppm,CO2_HS_ml,CO2_mmol,CO2_umol,mDIC,total_C_umol
T4-3-PP,PP,T4,192,50,51,100,22,1,0,221.32,691.880120875588,0.0691880120875588,0.002819369046790811,2.8193690467908112,387.0584677513006,389.87783679809144
T4-4-PP,PP,T4,192,50,50.3,100,22,1,0,227.74,682.3837270596485,0.06823837270596486,0.0027806718245799575,2.7806718245799575,381.7459005468711,384.52657237145104
T4-5-PP,PP,T4,192,50,48.3,100,22,1,0,215.49,655.2511732998215,0.06552511732998216,0.002670108332548945,2.670108332548945,366.5671371056436,369.23724543819253
T5-1-PE,PE,T5,216,50,47.2,100,22,1,0,143.01,640.3282687319168,0.06403282687319167,0.0026092984119318883,2.609298411931888,352.8387305832081,355.44802899513996
T5-2-PE,PE,T5,216,50,47.9,100,22,1,0,147.37,649.8246625478562,0.06498246625478563,0.002647995634142743,2.647995634142743,358.0715083672812,360.7195040014239
T5-3-PE,PE,T5,216,50,51.3,100,22,1,0,154.71,695.950003939562,0.0695950003939562,0.0028359535705954632,2.8359535705954633,383.4878576042071,386.32381117480253
T5-4-PE,PE,T5,216,50,49.2,100,22,1,0,152.17,667.4608224917438,0.06674608224917439,0.002719861903962901,2.7198619039629013,367.7895242519882,370.5093861559511
T5-5-PE,PE,T5,216,50,46.3,100,22,1,0,155.93,628.1186195399946,0.06281186195399946,0.0025595448405179326,2.5595448405179324,346.11087343225705,348.670418272775
T5-1-PP,PP,T5,216,50,49.5,100,22,1,0,236.31,671.5307055557178,0.06715307055557178,0.0027364464277675523,2.7364464277675524,366.16452170615935,368.9009681339269
T5-2-PP,PP,T5,216,50,48.1,100,22,1,0,230.28,652.5379179238389,0.0652537917923839,0.002659051983345844,2.659051983345844,355.8083534154801,358.4674053988259
T5-3-PP,PP,T5,216,50,49.7,100,22,1,0,238.03,674.2439609317005,0.06742439609317005,0.002747502776970654,2.747502776970654,367.64397431911357,370.3914770960842
T5-4-PP,PP,T5,216,50,50.3,100,22,1,0,238.58,682.3837270596485,0.06823837270596486,0.0027806718245799575,2.7806718245799575,372.0823321579761,374.86300398255605
T5-5-PP,PP,T5,216,50,50.5,100,22,1,0,217.54,685.0969824356313,0.06850969824356314,0.0027917281737830585,2.7917281737830586,373.5617847709303,376.3535129447133
T6-1-PE,PE,T6,240,50,47.9,100,22,1,0,153.1,649.8246625478562,0.06498246625478563,0.002647995634142743,2.647995634142743,350.04682642280204,352.69482205694476
